condition_id,t,bu,au,bd,ad,su,sd,sau,sad,du,dd
0xsmoke0035,1770089900,0.73,0.75,0.25,0.27,446.6,477.4,179.0,95.8,627.0,1194.0
0xsmoke0035,1770089905,0.74,0.76,0.24,0.26,134.9,394.8,74.3,403.1,2331.4,1213.6
0xsmoke0035,1770089910,0.83,0.85,0.15,0.17,389.4,75.7,235.7,92.8,4789.9,2432.0
0xsmoke0035,1770089915,0.74,0.76,0.24,0.26,318.9,418.6,472.2,231.2,2396.8,4261.5
0xsmoke0035,1770089920,0.83,0.85,0.15,0.17,356.5,411.8,468.9,73.5,3062.4,1688.0
0xsmoke0035,1770089925,0.78,0.8,0.2,0.22,59.7,229.9,261.4,86.0,1992.8,2219.7
0xsmoke0035,1770089930,0.8,0.82,0.18,0.2,395.8,208.6,258.1,411.5,4608.2,1663.5
0xsmoke0035,1770089935,0.83,0.85,0.15,0.17,183.8,478.1,465.5,273.1,914.3,4337.7
0xsmoke0035,1770089940,0.81,0.83,0.17,0.19,406.5,281.1,483.0,210.3,3964.2,944.9
0xsmoke0035,1770089945,0.83,0.85,0.15,0.17,201.1,112.7,239.7,108.9,3088.2,3355.1
0xsmoke0035,1770089950,0.82,0.84,0.16,0.18,90.7,431.2,355.9,329.0,4823.5,988.0
0xsmoke0035,1770089955,0.89,0.91,0.09,0.11,73.3,440.4,429.5,227.9,3153.7,3834.0
0xsmoke0035,1770089960,0.87,0.89,0.11,0.13,363.5,169.3,376.4,385.3,2689.0,2941.1
0xsmoke0035,1770089965,0.87,0.89,0.11,0.13,324.8,460.0,65.9,395.5,3780.7,2450.8
0xsmoke0035,1770089970,0.86,0.88,0.12,0.14,331.9,393.5,118.9,303.7,3850.5,1699.6
0xsmoke0035,1770089975,0.89,0.91,0.09,0.11,295.5,84.4,424.9,65.1,4210.5,2983.1
0xsmoke0035,1770089980,0.92,0.94,0.06,0.08,117.6,107.2,341.2,395.1,2136.3,3400.8
0xsmoke0035,1770089985,0.95,0.97,0.03,0.05,436.0,158.3,107.0,234.2,4257.8,1655.7
0xsmoke0035,1770089990,0.96,0.98,0.02,0.04,90.1,436.4,251.0,423.6,2595.3,2870.6
0xsmoke0035,1770089995,0.93,0.95,0.05,0.07,125.1,61.4,225.0,110.2,1525.7,1257.8
0xsmoke0035,1770090000,0.91,0.93,0.07,0.09,431.8,329.7,209.1,450.2,543.8,4606.2
0xsmoke0036,1770090005,0.52,0.54,0.46,0.48,261.1,471.4,206.3,112.9,955.2,3788.6
0xsmoke0036,1770090010,0.51,0.53,0.47,0.49,169.9,412.3,442.0,223.0,2049.9,2816.6
0xsmoke0036,1770090015,0.49,0.51,0.49,0.51,446.0,289.1,169.7,52.6,4755.6,2018.4
0xsmoke0036,1770090020,0.54,0.56,0.44,0.46,449.1,241.9,153.2,375.3,926.7,780.4
0xsmoke0036,1770090025,0.49,0.51,0.49,0.51,305.3,401.3,341.3,467.2,858.4,3798.5
0xsmoke0036,1770090030,0.57,0.59,0.41,0.43,374.4,281.1,111.0,205.4,1593.0,4811.7
0xsmoke0036,1770090035,0.52,0.54,0.46,0.48,461.1,309.4,76.2,385.8,2130.5,3434.7
0xsmoke0036,1770090040,0.56,0.58,0.42,0.44,305.7,122.5,454.6,191.7,4376.0,4582.8
0xsmoke0036,1770090045,0.57,0.59,0.41,0.43,122.5,230.8,278.3,180.7,839.0,4782.1
0xsmoke0036,1770090050,0.56,0.58,0.42,0.44,280.4,95.3,284.5,413.4,1315.1,4619.4
0xsmoke0036,1770090055,0.5,0.52,0.48,0.5,109.4,395.5,133.8,448.2,1688.5,888.8
0xsmoke0036,1770090060,0.49,0.51,0.49,0.51,58.5,99.3,313.5,384.1,2768.7,4243.7
0xsmoke0036,1770090065,0.53,0.55,0.45,0.47,410.6,252.3,435.8,112.5,2923.9,920.6
0xsmoke0036,1770090070,0.54,0.56,0.44,0.46,208.8,298.7,303.1,159.4,1870.2,4851.8
0xsmoke0036,1770090075,0.59,0.61,0.39,0.41,229.3,431.1,357.5,309.8,1204.1,1640.7
0xsmoke0036,1770090080,0.63,0.65,0.35,0.37,305.3,180.1,468.3,417.8,3903.4,1545.3
0xsmoke0036,1770090085,0.58,0.6,0.4,0.42,429.8,177.3,483.8,237.8,2772.4,3946.3
0xsmoke0036,1770090090,0.66,0.68,0.32,0.34,329.8,320.8,125.5,126.5,630.2,2160.5
0xsmoke0036,1770090095,0.58,0.6,0.4,0.42,83.1,282.2,128.2,419.3,815.7,524.5
0xsmoke0036,1770090100,0.58,0.6,0.4,0.42,209.1,459.7,224.7,405.6,2656.1,2702.0
0xsmoke0036,1770090105,0.61,0.63,0.37,0.39,364.5,64.7,415.3,347.4,3795.1,965.6
0xsmoke0036,1770090110,0.63,0.65,0.35,0.37,282.0,372.7,286.3,450.7,4146.8,3067.6
0xsmoke0036,1770090115,0.61,0.63,0.37,0.39,284.0,205.7,438.4,133.9,3955.9,2967.8
0xsmoke0036,1770090120,0.55,0.57,0.43,0.45,71.9,183.1,465.7,311.6,1451.1,3662.8
0xsmoke0036,1770090125,0.63,0.65,0.35,0.37,307.2,128.1,63.7,457.7,3494.0,4862.3
0xsmoke0036,1770090130,0.59,0.61,0.39,0.41,171.8,72.8,300.7,400.8,4669.5,2201.7
0xsmoke0036,1770090135,0.54,0.56,0.44,0.46,157.1,471.5,355.3,289.8,4639.5,3857.2
0xsmoke0036,1770090140,0.57,0.59,0.41,0.43,397.7,349.4,388.0,200.7,3668.0,1228.7
0xsmoke0036,1770090145,0.57,0.59,0.41,0.43,275.4,393.4,150.3,449.8,2601.5,3491.5
0xsmoke0036,1770090150,0.6,0.62,0.38,0.4,175.2,129.8,307.1,315.9,3194.5,2285.6
0xsmoke0036,1770090155,0.61,0.63,0.37,0.39,466.9,354.8,360.9,60.9,2888.2,2895.4
0xsmoke0036,1770090160,0.7,0.72,0.28,0.3,147.6,120.7,328.3,442.1,3338.7,1967.3
0xsmoke0036,1770090165,0.67,0.69,0.31,0.33,297.5,419.6,311.9,121.8,2426.1,1700.3
0xsmoke0036,1770090170,0.75,0.77,0.23,0.25,75.1,397.1,303.6,193.9,3713.6,2624.3
0xsmoke0036,1770090175,0.78,0.8,0.2,0.22,411.6,413.9,299.2,340.8,3023.3,1801.4
0xsmoke0036,1770090180,0.76,0.78,0.22,0.24,341.8,176.9,384.1,188.6,2239.2,4567.1
0xsmoke0036,1770090185,0.8,0.82,0.18,0.2,169.3,361.6,242.1,440.5,1056.2,577.6
0xsmoke0036,1770090190,0.78,0.8,0.2,0.22,120.4,177.8,138.4,245.7,4579.6,2684.8
0xsmoke0036,1770090195,0.78,0.8,0.2,0.22,120.2,291.0,149.4,148.7,1884.8,2239.2
0xsmoke0036,1770090200,0.7,0.72,0.28,0.3,95.8,168.0,486.8,212.3,593.8,4414.3
0xsmoke0036,1770090205,0.77,0.79,0.21,0.23,220.3,370.7,473.7,451.3,4712.9,3168.4
0xsmoke0036,1770090210,0.81,0.83,0.17,0.19,154.9,194.6,344.0,332.3,4192.5,1054.7
0xsmoke0036,1770090215,0.84,0.86,0.14,0.16,331.8,89.1,277.1,444.9,611.2,4258.0
0xsmoke0036,1770090220,0.86,0.88,0.12,0.14,243.3,147.7,402.2,210.1,3326.9,1077.6
0xsmoke0036,1770090225,0.81,0.83,0.17,0.19,462.8,464.2,491.3,78.1,4152.2,1593.2
0xsmoke0036,1770090230,0.87,0.89,0.11,0.13,407.6,452.8,80.5,143.4,2635.0,4398.4
0xsmoke0036,1770090235,0.89,0.91,0.09,0.11,71.3,379.1,479.1,121.7,4208.6,4804.9
0xsmoke0036,1770090240,0.83,0.85,0.15,0.17,425.1,335.6,490.6,352.4,1807.5,3681.6
0xsmoke0036,1770090245,0.79,0.81,0.19,0.21,209.0,51.7,86.2,133.4,3508.4,2832.5
0xsmoke0036,1770090250,0.87,0.89,0.11,0.13,324.7,193.2,197.9,324.5,3867.6,3825.3
0xsmoke0036,1770090255,0.91,0.93,0.07,0.09,490.5,495.7,468.4,183.1,3840.3,986.6
0xsmoke0036,1770090260,0.84,0.86,0.14,0.16,306.8,81.5,107.3,341.0,3566.2,2167.9
0xsmoke0036,1770090265,0.87,0.89,0.11,0.13,414.5,402.3,390.3,220.1,2071.5,3463.6
0xsmoke0036,1770090270,0.86,0.88,0.12,0.14,354.3,359.6,395.2,160.7,2040.8,1590.7
0xsmoke0036,1770090275,0.97,0.99,0.01,0.03,336.7,254.9,445.9,313.4,4077.7,4827.8
0xsmoke0036,1770090280,0.9,0.92,0.08,0.1,147.3,203.6,71.4,231.5,2498.6,1957.4
0xsmoke0036,1770090285,0.93,0.95,0.05,0.07,141.6,419.7,227.3,58.8,2501.8,2150.7
0xsmoke0036,1770090290,0.95,0.97,0.03,0.05,365.4,236.7,401.4,326.2,4801.4,2017.2
0xsmoke0036,1770090295,0.97,0.99,0.01,0.03,132.5,390.5,137.6,316.9,1010.9,4349.2
0xsmoke0036,1770090300,0.96,0.98,0.02,0.04,181.3,450.3,366.6,321.1,4574.2,4133.1
0xsmoke0037,1770090305,0.5,0.52,0.48,0.5,459.5,139.2,377.4,185.4,1833.6,2404.0
0xsmoke0037,1770090310,0.5,0.52,0.48,0.5,430.0,169.9,336.2,115.0,938.0,582.9
0xsmoke0037,1770090315,0.46,0.48,0.52,0.54,237.6,374.0,244.4,278.3,3059.9,1154.0
0xsmoke0037,1770090320,0.5,0.52,0.48,0.5,425.1,494.7,269.2,190.2,4340.9,2963.3
0xsmoke0037,1770090325,0.48,0.5,0.5,0.52,122.6,338.3,105.4,287.9,4849.5,2832.5
0xsmoke0037,1770090330,0.49,0.51,0.49,0.51,410.6,285.9,426.9,55.4,4294.7,1246.4
0xsmoke0037,1770090335,0.53,0.55,0.45,0.47,305.4,357.6,123.1,407.5,2664.4,3879.1
0xsmoke0037,1770090340,0.5,0.52,0.48,0.5,210.9,290.3,346.8,396.2,2013.4,3284.4
0xsmoke0037,1770090345,0.53,0.55,0.45,0.47,366.1,231.6,467.0,378.5,841.4,3375.3
0xsmoke0037,1770090350,0.54,0.56,0.44,0.46,195.9,144.4,365.7,434.0,2501.5,2740.2
0xsmoke0037,1770090355,0.59,0.61,0.39,0.41,415.2,493.8,253.3,252.4,1354.9,1784.6
0xsmoke0037,1770090360,0.54,0.56,0.44,0.46,236.3,125.1,211.7,77.2,1767.8,3451.4
0xsmoke0037,1770090365,0.57,0.59,0.41,0.43,147.7,364.9,153.6,477.2,1618.5,723.5
0xsmoke0037,1770090370,0.6,0.62,0.38,0.4,205.8,143.4,254.7,430.0,2271.7,2563.4
0xsmoke0037,1770090375,0.56,0.58,0.42,0.44,60.3,458.3,370.7,316.0,2106.8,4865.2
0xsmoke0037,1770090380,0.63,0.65,0.35,0.37,52.4,317.3,354.5,117.9,4301.3,2465.1
0xsmoke0037,1770090385,0.63,0.65,0.35,0.37,371.9,233.5,123.3,243.5,674.7,1891.6
0xsmoke0037,1770090390,0.54,0.56,0.44,0.46,86.2,246.4,266.6,66.0,1448.2,707.2
0xsmoke0037,1770090395,0.61,0.63,0.37,0.39,338.1,51.2,305.5,438.2,699.3,3169.6
0xsmoke0037,1770090400,0.61,0.63,0.37,0.39,114.5,441.2,190.1,431.1,4558.8,1625.2
0xsmoke0037,1770090405,0.64,0.66,0.34,0.36,459.3,51.0,447.6,336.0,518.2,2874.9
0xsmoke0037,1770090410,0.56,0.58,0.42,0.44,432.7,450.2,282.1,96.5,2045.9,1840.6
0xsmoke0037,1770090415,0.65,0.67,0.33,0.35,170.3,300.8,189.0,259.3,3384.2,4174.4
0xsmoke0037,1770090420,0.59,0.61,0.39,0.41,253.4,196.2,333.3,373.6,3707.4,1204.4
0xsmoke0037,1770090425,0.56,0.58,0.42,0.44,439.1,190.4,363.5,57.7,3186.5,1547.3
0xsmoke0037,1770090430,0.55,0.57,0.43,0.45,87.1,447.5,359.3,330.4,2629.9,4076.3
0xsmoke0037,1770090435,0.56,0.58,0.42,0.44,337.7,227.6,56.0,257.4,4110.3,3386.2
0xsmoke0037,1770090440,0.51,0.53,0.47,0.49,64.8,128.4,331.8,187.6,1606.6,4426.1
0xsmoke0037,1770090445,0.58,0.6,0.4,0.42,419.5,206.8,413.9,180.4,2828.1,1138.1
0xsmoke0037,1770090450,0.62,0.64,0.36,0.38,340.7,355.3,126.4,337.8,4902.0,3222.1
0xsmoke0037,1770090455,0.63,0.65,0.35,0.37,356.8,313.4,346.5,426.6,4707.9,1188.9
0xsmoke0037,1770090460,0.63,0.65,0.35,0.37,109.5,498.3,492.5,389.1,3307.9,1210.8
0xsmoke0037,1770090465,0.73,0.75,0.25,0.27,109.3,212.3,93.5,58.8,761.1,2491.0
0xsmoke0037,1770090470,0.68,0.7,0.3,0.32,76.1,389.1,393.6,474.7,4113.7,4768.0
0xsmoke0037,1770090475,0.7,0.72,0.28,0.3,288.6,236.4,200.1,57.2,3695.4,1935.6
0xsmoke0037,1770090480,0.77,0.79,0.21,0.23,474.0,405.8,278.3,301.0,4489.5,1578.0
0xsmoke0037,1770090485,0.69,0.71,0.29,0.31,318.5,321.6,180.5,255.7,2775.6,4065.4
0xsmoke0037,1770090490,0.79,0.81,0.19,0.21,73.7,408.7,268.7,340.3,2936.7,4120.3
0xsmoke0037,1770090495,0.78,0.8,0.2,0.22,228.5,297.7,486.1,240.0,2409.8,2780.3
0xsmoke0037,1770090500,0.83,0.85,0.15,0.17,122.4,319.8,324.4,450.4,2066.4,3271.7
0xsmoke0037,1770090505,0.78,0.8,0.2,0.22,224.9,84.0,175.9,225.1,1842.9,2362.3
0xsmoke0037,1770090510,0.81,0.83,0.17,0.19,164.7,204.3,352.0,330.3,4908.5,1116.5
0xsmoke0037,1770090515,0.83,0.85,0.15,0.17,86.1,152.2,57.9,274.8,556.8,795.2
0xsmoke0037,1770090520,0.81,0.83,0.17,0.19,342.1,92.9,329.4,242.4,4408.1,3094.4
0xsmoke0037,1770090525,0.82,0.84,0.16,0.18,496.2,174.3,254.2,398.0,3758.3,686.4
0xsmoke0037,1770090530,0.83,0.85,0.15,0.17,175.6,487.1,79.6,59.5,4644.3,1134.0
0xsmoke0037,1770090535,0.84,0.86,0.14,0.16,438.1,229.2,70.2,237.3,3782.2,1216.6
0xsmoke0037,1770090540,0.85,0.87,0.13,0.15,200.6,55.2,359.5,91.6,1472.7,2508.8
0xsmoke0037,1770090545,0.85,0.87,0.13,0.15,87.4,485.3,277.9,125.3,1301.7,2920.7
0xsmoke0037,1770090550,0.92,0.94,0.06,0.08,123.4,479.8,443.6,327.1,3866.3,997.8
0xsmoke0037,1770090555,0.88,0.9,0.1,0.12,57.2,311.6,52.2,97.5,4982.4,903.9
0xsmoke0037,1770090560,0.91,0.93,0.07,0.09,292.8,269.6,107.6,227.4,2074.6,3631.3
0xsmoke0037,1770090565,0.84,0.86,0.14,0.16,195.8,61.5,484.2,267.8,2348.1,3916.9
0xsmoke0037,1770090570,0.9,0.92,0.08,0.1,292.6,113.2,409.4,160.1,3233.9,1348.7
0xsmoke0037,1770090575,0.93,0.95,0.05,0.07,331.3,385.3,487.3,357.4,3366.3,3199.9
0xsmoke0037,1770090580,0.91,0.93,0.07,0.09,461.7,311.7,74.2,264.5,2032.0,1206.7
0xsmoke0037,1770090585,0.89,0.91,0.09,0.11,413.4,453.8,443.0,493.8,1360.5,3066.6
0xsmoke0037,1770090590,0.95,0.97,0.03,0.05,377.0,360.5,83.5,173.8,1486.8,822.6
0xsmoke0037,1770090595,0.97,0.99,0.01,0.03,266.1,189.8,117.6,410.8,793.0,1597.8
0xsmoke0037,1770090600,0.97,0.99,0.01,0.03,232.3,340.4,85.3,471.6,2268.4,4219.4
0xsmoke0038,1770090605,0.51,0.53,0.47,0.49,423.9,64.1,174.7,496.6,828.8,4338.2
0xsmoke0038,1770090610,0.48,0.5,0.5,0.52,267.0,178.3,206.8,492.8,2602.3,1131.0
0xsmoke0038,1770090615,0.48,0.5,0.5,0.52,145.8,290.6,403.0,255.0,927.4,3787.5
0xsmoke0038,1770090620,0.45,0.47,0.53,0.55,354.5,469.7,260.1,141.6,2000.0,4083.6
0xsmoke0038,1770090625,0.49,0.51,0.49,0.51,170.5,420.2,392.1,151.4,4206.5,2395.1
0xsmoke0038,1770090630,0.47,0.49,0.51,0.53,302.9,164.0,292.4,479.6,1398.0,2984.4
0xsmoke0038,1770090635,0.46,0.48,0.52,0.54,126.3,324.1,161.8,458.1,4352.6,2883.7
0xsmoke0038,1770090640,0.49,0.51,0.49,0.51,114.5,153.2,287.1,313.4,1113.2,3868.4
0xsmoke0038,1770090645,0.48,0.5,0.5,0.52,488.6,228.0,258.1,406.0,2349.4,4019.6
0xsmoke0038,1770090650,0.43,0.45,0.55,0.57,102.9,457.0,454.7,106.9,1986.7,3051.6
0xsmoke0038,1770090655,0.46,0.48,0.52,0.54,231.6,79.8,289.2,267.2,4677.6,4120.3
0xsmoke0038,1770090660,0.43,0.45,0.55,0.57,356.4,480.8,107.7,289.4,1149.7,1640.9
0xsmoke0038,1770090665,0.37,0.39,0.61,0.63,54.3,266.5,183.3,78.3,2891.9,1402.4
0xsmoke0038,1770090670,0.39,0.41,0.59,0.61,473.6,246.4,296.0,96.1,4782.5,3140.1
0xsmoke0038,1770090675,0.43,0.45,0.55,0.57,348.3,339.8,268.5,241.9,925.3,3920.3
0xsmoke0038,1770090680,0.43,0.45,0.55,0.57,78.8,331.2,443.1,454.7,1492.8,4167.5
0xsmoke0038,1770090685,0.42,0.44,0.56,0.58,136.4,258.0,308.7,288.9,4616.6,2739.3
0xsmoke0038,1770090690,0.36,0.38,0.62,0.64,258.3,133.3,374.5,129.5,2671.6,913.3
0xsmoke0038,1770090695,0.33,0.35,0.65,0.67,213.3,403.5,125.4,269.6,4431.3,3783.5
0xsmoke0038,1770090700,0.42,0.44,0.56,0.58,94.0,318.6,490.7,232.2,3662.5,3567.4
0xsmoke0038,1770090705,0.42,0.44,0.56,0.58,233.1,90.4,94.5,459.4,1466.3,3128.2
0xsmoke0038,1770090710,0.39,0.41,0.59,0.61,455.3,241.3,162.9,458.2,3261.1,4964.2
0xsmoke0038,1770090715,0.39,0.41,0.59,0.61,348.8,263.0,50.5,419.9,2107.4,757.8
0xsmoke0038,1770090720,0.37,0.39,0.61,0.63,128.4,204.7,203.7,186.8,3572.8,3750.0
0xsmoke0038,1770090725,0.45,0.47,0.53,0.55,225.9,194.5,166.1,345.3,4105.6,3719.1
0xsmoke0038,1770090730,0.47,0.49,0.51,0.53,473.7,483.4,402.2,216.2,3857.2,4853.6
0xsmoke0038,1770090735,0.46,0.48,0.52,0.54,208.3,60.6,458.1,408.3,1050.6,2501.2
0xsmoke0038,1770090740,0.45,0.47,0.53,0.55,206.5,247.1,473.9,190.5,3095.0,3850.8
0xsmoke0038,1770090745,0.43,0.45,0.55,0.57,66.8,206.0,422.5,128.6,2527.3,4046.4
0xsmoke0038,1770090750,0.35,0.37,0.63,0.65,270.0,478.3,93.6,178.6,616.4,761.0
0xsmoke0038,1770090755,0.3,0.32,0.68,0.7,288.8,327.1,167.7,367.3,1151.9,1402.1
0xsmoke0038,1770090760,0.32,0.34,0.66,0.68,475.8,197.9,180.4,240.0,1547.0,4599.0
0xsmoke0038,1770090765,0.27,0.29,0.71,0.73,70.5,428.6,377.1,132.3,2190.4,1216.0
0xsmoke0038,1770090770,0.26,0.28,0.72,0.74,460.8,74.1,147.9,235.0,3288.0,4235.9
0xsmoke0038,1770090775,0.25,0.27,0.73,0.75,469.7,308.7,384.0,452.2,3836.5,2588.6
0xsmoke0038,1770090780,0.22,0.24,0.76,0.78,332.6,178.9,63.4,393.7,591.1,4052.4
0xsmoke0038,1770090785,0.26,0.28,0.72,0.74,136.5,435.2,300.7,478.8,4699.6,605.1
0xsmoke0038,1770090790,0.26,0.28,0.72,0.74,416.5,287.3,115.6,280.2,2065.8,2234.3
0xsmoke0038,1770090795,0.28,0.3,0.7,0.72,323.1,422.9,223.6,192.3,4570.0,3339.4
0xsmoke0038,1770090800,0.25,0.27,0.73,0.75,429.4,145.3,365.2,120.3,1240.1,3369.9
0xsmoke0038,1770090805,0.22,0.24,0.76,0.78,153.7,486.1,182.8,372.9,3687.2,2933.6
0xsmoke0038,1770090810,0.16,0.18,0.82,0.84,141.2,112.6,407.0,205.1,1402.5,2828.3
0xsmoke0038,1770090815,0.15,0.17,0.83,0.85,286.4,414.0,206.3,410.6,4633.9,3123.3
0xsmoke0038,1770090820,0.19,0.21,0.79,0.81,306.9,184.7,161.7,374.7,1157.6,2323.7
0xsmoke0038,1770090825,0.12,0.14,0.86,0.88,450.9,291.4,169.8,246.8,771.5,1752.3
0xsmoke0038,1770090830,0.21,0.23,0.77,0.79,160.4,184.9,460.8,172.0,3088.7,4961.7
0xsmoke0038,1770090835,0.11,0.13,0.87,0.89,234.1,410.5,394.9,329.6,3699.5,1149.0
0xsmoke0038,1770090840,0.1,0.12,0.88,0.9,105.9,454.7,130.3,361.0,850.5,4499.0
0xsmoke0038,1770090845,0.11,0.13,0.87,0.89,429.8,490.1,342.1,447.9,4986.3,913.2
0xsmoke0038,1770090850,0.12,0.14,0.86,0.88,384.4,313.4,160.1,354.6,3467.1,2036.3
0xsmoke0038,1770090855,0.13,0.15,0.85,0.87,493.8,294.0,93.4,409.1,4445.3,2180.5
0xsmoke0038,1770090860,0.13,0.15,0.85,0.87,80.5,365.3,489.1,386.9,1708.9,2275.8
0xsmoke0038,1770090865,0.07,0.09,0.91,0.93,246.6,497.3,402.4,244.8,3664.2,814.2
0xsmoke0038,1770090870,0.12,0.14,0.86,0.88,67.6,203.4,129.5,268.8,1985.8,766.3
0xsmoke0038,1770090875,0.1,0.12,0.88,0.9,234.6,320.6,169.5,230.5,4756.6,2342.8
0xsmoke0038,1770090880,0.1,0.12,0.88,0.9,273.8,466.5,125.2,260.2,4145.7,2889.4
0xsmoke0038,1770090885,0.07,0.09,0.91,0.93,219.6,138.1,351.6,429.9,3775.5,723.7
0xsmoke0038,1770090890,0.03,0.05,0.95,0.97,386.3,220.3,178.0,482.5,1124.8,4055.8
0xsmoke0038,1770090895,0.02,0.04,0.96,0.98,294.5,366.1,461.8,397.9,861.7,4399.3
0xsmoke0038,1770090900,0.06,0.08,0.92,0.94,66.5,183.3,447.3,289.2,540.1,3956.9
0xsmoke0039,1770090905,0.52,0.54,0.46,0.48,117.0,440.1,329.2,324.5,709.8,4876.9
0xsmoke0039,1770090910,0.55,0.57,0.43,0.45,108.3,417.9,207.5,63.2,2846.9,4292.3
0xsmoke0039,1770090915,0.52,0.54,0.46,0.48,75.5,438.5,243.3,301.8,2330.4,4845.7
0xsmoke0039,1770090920,0.51,0.53,0.47,0.49,417.8,476.5,317.2,432.4,1446.9,1365.7
0xsmoke0039,1770090925,0.56,0.58,0.42,0.44,354.5,479.3,211.5,131.2,2381.6,4511.2
0xsmoke0039,1770090930,0.53,0.55,0.45,0.47,191.2,275.2,379.1,97.4,3656.9,2463.8
0xsmoke0039,1770090935,0.52,0.54,0.46,0.48,411.8,395.5,71.6,290.8,743.9,2094.9
0xsmoke0039,1770090940,0.49,0.51,0.49,0.51,270.8,146.6,192.3,388.2,3983.8,3896.2
0xsmoke0039,1770090945,0.6,0.62,0.38,0.4,209.9,67.5,77.5,310.8,4842.4,2802.3
0xsmoke0039,1770090950,0.58,0.6,0.4,0.42,437.4,218.0,150.8,477.8,509.3,2898.4
0xsmoke0039,1770090955,0.56,0.58,0.42,0.44,161.7,473.1,352.8,297.0,980.7,4667.8
0xsmoke0039,1770090960,0.53,0.55,0.45,0.47,95.3,296.4,87.8,433.5,2327.7,1809.5
0xsmoke0039,1770090965,0.56,0.58,0.42,0.44,143.7,136.9,321.2,125.9,2957.9,4442.7
0xsmoke0039,1770090970,0.61,0.63,0.37,0.39,293.0,243.3,205.7,163.5,2381.7,4943.7
0xsmoke0039,1770090975,0.52,0.54,0.46,0.48,181.2,172.2,250.2,253.4,2060.9,2973.3
0xsmoke0039,1770090980,0.53,0.55,0.45,0.47,365.4,377.0,285.6,423.9,873.4,3107.6
0xsmoke0039,1770090985,0.55,0.57,0.43,0.45,380.2,480.7,113.7,346.7,4046.1,2306.8
0xsmoke0039,1770090990,0.59,0.61,0.39,0.41,249.6,420.8,151.1,403.5,3860.7,2972.5
0xsmoke0039,1770090995,0.59,0.61,0.39,0.41,475.2,109.5,79.0,284.4,879.4,1652.5
0xsmoke0039,1770091000,0.59,0.61,0.39,0.41,475.8,277.9,166.5,196.6,1331.3,2159.4
0xsmoke0039,1770091005,0.58,0.6,0.4,0.42,428.2,301.8,98.2,432.9,2530.5,648.5
0xsmoke0039,1770091010,0.6,0.62,0.38,0.4,347.7,275.9,236.8,378.3,4886.3,2752.0
0xsmoke0039,1770091015,0.58,0.6,0.4,0.42,296.7,157.8,371.4,403.9,1066.4,1467.0
0xsmoke0039,1770091020,0.5,0.52,0.48,0.5,66.8,201.6,271.5,310.8,2729.7,4220.5
0xsmoke0039,1770091025,0.51,0.53,0.47,0.49,480.3,390.8,73.0,75.7,990.8,3263.3
0xsmoke0039,1770091030,0.56,0.58,0.42,0.44,165.1,353.6,202.8,404.7,3793.2,1554.0
0xsmoke0039,1770091035,0.52,0.54,0.46,0.48,326.1,88.1,305.9,350.9,1172.7,3962.7
0xsmoke0039,1770091040,0.56,0.58,0.42,0.44,333.3,282.8,371.1,271.8,2848.6,2617.1
0xsmoke0039,1770091045,0.6,0.62,0.38,0.4,333.6,60.8,237.9,400.1,4352.4,4299.2
0xsmoke0039,1770091050,0.68,0.7,0.3,0.32,486.1,495.1,231.2,353.7,1205.4,3335.5
0xsmoke0039,1770091055,0.67,0.69,0.31,0.33,443.4,110.6,123.0,340.3,3016.5,3296.1
0xsmoke0039,1770091060,0.71,0.73,0.27,0.29,70.9,319.3,247.5,138.4,4216.9,3804.8
0xsmoke0039,1770091065,0.71,0.73,0.27,0.29,236.3,121.5,50.1,441.6,2614.0,2679.0
0xsmoke0039,1770091070,0.74,0.76,0.24,0.26,237.9,331.7,248.8,419.0,1365.5,1052.1
0xsmoke0039,1770091075,0.76,0.78,0.22,0.24,138.9,188.6,382.4,62.9,2836.5,1950.6
0xsmoke0039,1770091080,0.7,0.72,0.28,0.3,287.0,281.4,340.0,410.2,1813.9,610.3
0xsmoke0039,1770091085,0.68,0.7,0.3,0.32,251.2,145.2,373.6,380.5,4908.7,4759.6
0xsmoke0039,1770091090,0.81,0.83,0.17,0.19,58.3,420.3,345.1,188.5,4453.0,2597.6
0xsmoke0039,1770091095,0.83,0.85,0.15,0.17,415.3,462.2,115.6,475.6,1256.8,3589.4
0xsmoke0039,1770091100,0.75,0.77,0.23,0.25,442.1,496.0,95.7,254.9,4391.6,2323.0
0xsmoke0039,1770091105,0.75,0.77,0.23,0.25,267.6,69.8,129.8,433.8,4257.6,4125.5
0xsmoke0039,1770091110,0.75,0.77,0.23,0.25,343.5,254.1,350.2,203.2,1830.7,4673.8
0xsmoke0039,1770091115,0.83,0.85,0.15,0.17,334.4,280.0,183.2,248.0,4509.3,4325.2
0xsmoke0039,1770091120,0.77,0.79,0.21,0.23,404.0,351.4,344.3,194.2,4729.1,3043.9
0xsmoke0039,1770091125,0.78,0.8,0.2,0.22,87.3,277.1,158.2,235.2,1992.4,3008.1
0xsmoke0039,1770091130,0.82,0.84,0.16,0.18,250.9,195.2,357.5,161.7,2047.1,1667.4
0xsmoke0039,1770091135,0.86,0.88,0.12,0.14,93.1,134.5,444.3,218.6,3875.1,856.7
0xsmoke0039,1770091140,0.85,0.87,0.13,0.15,321.4,124.3,158.9,214.2,3305.5,1244.3
0xsmoke0039,1770091145,0.83,0.85,0.15,0.17,226.0,353.5,413.4,305.2,1951.1,4665.4
